message_id;student_query;Metacognition
45c08e47-e789-4a63-8657-df1c787ccf9b;Hola no entiendo coo funciona el tema de los foros, me ayudas a entenderlo por favor;1
64b2837d-7f96-4e90-b190-b488958dd4d1;Me podrías explicar dónde tengo que entrar para rendir la prueba número 1. Tengo instalada la plataforma SMOWIcm, pero no sé dónde tengo que continuar para rendir la prueba.;1
6d1f1180-a8bc-487e-9b8e-badab1da7392;Hola, estoy estudiando diagramas de flujo, y hay un componente que no entiendo a qué se refiere: Entrada y Salida (de datos) Este símbolo, denominado “Datos” permite representar la lectura (ingreso de los datos) o impresión (salida de los datos). Me lo podrías explicar por favor y dar algunos ejemplos de como se usa;1
6e9d0e17-178e-4106-b9a3-11bd6c6a3b1e;hola, queria consultar, al hacer mi maquina virtual me pide el localhost local y su contraseña y no sé cual es;1
93a81424-d97a-4254-9f3e-84b22233f43e;tengo dudas con los diagramas de flujo de datos;1
9efb9f4d-f823-434e-a61a-25ef15cf8cb2;Con quien debería comunicarme si tengo dudas sobre RAPS en iplacex?;1
a26c8a89-dfec-44e9-b237-8ba5aebd4795;me puedes dar un ejemplo espesificamente como puedo hacer todo eso ya que no entiendo 100% loque ahy que hacer;1
c30aa475-93bd-4d8a-8743-ef09d21c0f68;hola queria preguntar espesificamente que es lo que ahy que hacer en la evaluacion de la unidad 1 ya que no entiendo mucho;1
d17adf63-8e09-44ca-8903-5f6371bd51a3;No entiendo como debo construir sentencias en lenguaje SQL para obtener información desde las tablas del esquema HR;1
e92b7040-35fb-4031-ba5f-7c3b9b5d9bae;no sé cual es la contraseña ni el localhost;1
f0d3eb4b-6177-4ecf-8a65-f871178ff064;NO ENTIENDO LA EVALUACION;1
17b6ae76-6c8b-4a9a-9681-eb02025b2511;Pero mira en el. Ejercicio 1 decia que debia crear esos componenetes peto. No. Me carga la web con la lista dr compras no entiendo. Pprque;1
b757cde3-3808-4ce1-a146-bf4a4dff0369;Hola, no entiendo el anuncio: Saltar al contenido principal IPLACEX Página de la institución DIANNA MARGARITA MONSALVE PÉREZ Actividad Cursos Comunidades Calendario Mensajes Calificaciones Herramientas Cerrar sesión Privacidad Condiciones Accesibilidad Cursos Todos los períodos filter-all-courses 25-1B-DUX0623-100-05-4EVAS Saltar al contenido principal 2025-1B-DISEÑO UX/100-CED-4EVAS Abierto Estado del curso Abierto 1 Total Anuncios del curso  Anuncio  Publicación 📢📢 Información Asignaturas Examen Supervisado - Diseño UX - B1-2025📢📢 Estimados Estudiantes   Junto con saludar, les recuerdo y explico información señalada en la inducción de inicio acerca del proceso relacionado al examen supervisado en las siguientes asignaturas: Las asignaturas señaladas consideran que la nota obtenida después de rendir el examen debe ser superior o igual a 4,0 para poder aprobar la asignatura. Precisando lo indicado, por ejemplo:   Si la calificación fuera igual o superior a 4,0 se promedia con las demás calificaciones del bimestre de acuerdo a la ponderación definida para cada prueba, y con eso se calcula la nota final (como cualquier otra asignatura).  En el otro caso, si la calificación fuera menor a 4,0 se reprueba la asignatura contemplando la calificación del examen como la nota final de la asignatura, independiente de las otras calificaciones alcanzadas durante el bimestre.   Desde la Escuela de Informática les deseamos un buen bimestre.   Saludos Cordiales. 24/3/25 14:49 Se muestra 1 anuncio en la siguiente lista × Anuncios del curso 📢📢 Información Asignaturas Examen Supervisado - Diseño UX - B1-2025📢📢 Estimados Estudiantes     Junto con saludar, les recuerdo y explico información señalada en la inducción de inicio acerca del proceso relacionado al examen supervisado en las siguientes asignaturas:    imagen.png    Las asignaturas señaladas consideran que la nota obtenida después de rendir el examen debe ser superior o igual a 4,0 para poder aprobar la asignatura. Precisando lo indicado, por ejemplo:     Si la calificación fuera igual o superior a 4,0 se promedia con las demás calificaciones del bimestre de acuerdo a la ponderación definida para cada prueba, y con eso se calcula la nota final (como cualquier otra asignatura).  En el otro caso, si la calificación fuera menor a 4,0 se reprueba la asignatura contemplando la calificación del examen como la nota final de la asignatura, independiente de las otras calificaciones alcanzadas durante el bimestre.    Desde la Escuela de Informática les deseamos un buen bimestre.     Saludos Cordiales.  ×;1
c850b6d9-39ec-4967-bc8a-0e4c95f03fa1;No entiendo como. Debo crear los ejercicios ayudame;1
46a0a6db-dff7-4dae-a779-fd2d6f510646;hola no entiendo por que los contenidos me aparecen 2 de 6 no se como completarlos;1
60aac6dd-ccf3-4e67-91f0-319e69f75387;hola, necesito aprender como rendir mis pruebas y como tomar el material de estudio;1
92fde4c1-c335-4e14-b9f1-08297ea0de1d;Buenas noches, espero que se encuentre bien quiero saber si de los que e avanzado en la semana sobre las actividades estare bien quisiera saber si de lo que e hecho esra;1
fb401a70-0d33-42a8-8f73-eb15ed32199b;Hola no entiendo mucho esta materia;1
172f1d6d-1640-4e12-9d14-a14120bedfad;no entiendo lo que hay que hacer en la evaliacion 3;1
74637801-1cdc-4cfc-b3aa-c3b2e556c30a;estoy confundido con el examen de la tercera unidad;1
82ce29a0-35b5-43b9-b89d-fd86679b7d16;hola no entiendo eel instructivo para dar mi examen y ya me queda poco tiempo;1
8b327e59-e6b1-46b8-886b-db02b90e8242;No entiendo de que forma participar en el foro;1
9a47f64f-46fb-44bf-b12a-f781eabb29f8;Mi otra consulta  esta evaluación es presencial porque la verdad no entiendo;1
b9410de5-13e0-4123-8f7f-ce8958e325af;no entiendo la forma de estudio;1
dad7d287-4c9f-42ee-97cb-030c207a5b5c;no entiendo bien que debo hacer en la evaluacion de la tercera unidad;1
18386fb6-9948-4dc8-ab31-329e91371b93;no entiendo la evaluacion 3;1
034119e3-e5e7-4756-be3a-dbe91a973c0b;Hola buenas tardes tengo dudas con mi ramo;1
29e679de-9275-472d-8227-845e7b512376;hola, quiero saber si se logro subir bien el video de la 2da evaluacion;1
e290c04e-8a0d-44ee-b25f-9369ed899d71;no entiendo el sistema de avaluaciones;1
49c5b3b4-4e0f-4c1e-b911-b428df069086;no entiendo mi tarea;1
667b167c-e69e-44fc-b314-d6ec00e765d2;Tengo dudas sobre la segunda evaluación. Tu sabes de que se trata?;1
815cc2f0-9a6c-45aa-b1d7-bc6979f21c12;Hola buenas: tengo dudas en los ramos que debo tomar;1
921326c9-4cd8-4746-8191-659f3949a5e8;esque no entiendo sus intrucciones en si me confunde;1
9e39c7d0-7886-4953-908f-aa29f1ed58b8;tengo dudas sobre el trabajo indivudal;1
b5794378-99ea-47c4-8f79-337349bae4fd;tengo dudas con las preguntas de las pruebas de ingles... específicamente las preguntas emitidas;1
fe8ea640-8161-421c-9381-1ead502de3d3;Quiero saber cómo es el contenido de iplacex no entiendo nada;1
3f1339cb-6787-4d18-b9af-d8a898229282;no entiendo la sentencia: De acuerdo con los valores resultantes en las tablas de Verdad, evalúe cada una de las expresiones siguientes e indique si está correcta o incorrecta. Fundamente su respuesta con el desarrollo realizado para llegar al resultado expresado. Si X = Verdadero, Y = Verdadero y Z=Falso     a. Si X = Falso o Y = Falso     b. Si no (Z = Falso)     c. Si es Verdadero y No Falso;1
55ef085b-2cd8-464e-a3be-adbbeb113db9;HOLA, NO ENTIENDO COMO PODER REALIZAR MI EVALUACION Y EL TIEMPO YA ESTA CORRIENDO;1
ce4fe0a8-58ed-4f59-b68d-04b06759777a;no entiendo la plataforma de mi carrera como puedo hacer un induccion;1
ec8210f2-cce6-4c31-8f2e-74ec5f7fccb8;no entiendo nada.. explicame bien por favor;1
44a4db4a-5128-4dfa-b3e5-7f876245ab1b;tube que formatear el pc, tengo dudas con los programas que se deben instalar por obligacion para el monitoreo de las pruebas online;1
f04573e3-d5fe-4097-abe2-3a5edb50371b;tengo dudas con autocad;1
163410fb-a809-4741-a94f-ad419b6b8af6;Hola, buenas tardes. me gustaría comunicarme con algún tutor, ya que es mi primera vez en clases online y no entiendo muy bien;1
4a821e9a-4c77-40a6-9ac4-eee25692d712;Buenas noches, quería consultar con respecto a las actividades que aparecen en cada unidad, no comprendo si esas actividades hay que realizarlas ya que, si yo reviso más abajo, están las respuestas, entonces ¿eso es una guía de estudio oh debo realizarlas y enviarlas?;1
4c04069f-6d34-4fd8-9b9c-0228ad872c32;aun no entiendo el trabajo de la unidad 2;1
8e9a25dc-b20c-4aed-9fc3-e0f8845c115e;hola , necesito ayuda para el examen final creo no entender nada, no sé como comenzar;1
a0cfeffb-181f-46eb-8cc3-06e0373cd5fe;Complete el cuestionario mediante los dos mecanismos que se describen a continuación:    A)      Utilice la siguiente escala para evaluar sus conocimientos y experiencias en los diferentes temas tratados:    Nivel  Descriptor  1  No conozco ni sé hacerlo (Nunca he leído sobre este tema ni trabajado en él).  2  Conozco, pero no sé hacerlo (Alguna vez estudié este tema o participé en una  experiencia similar).  3  Sé hacerlo empíricamente (A veces trabajo en esta área, pero no he estudiado el tema).  4  Conozco y sé hacerlo, pero no lo practico (Estoy actualizado/a en el tema, pero lo practico muy poco).  5  Conozco, sé hacerlo y lo practico (En forma permanente investigo, estudio y realizo experiencias en esta área).;1
a4bfd7c2-6773-4aed-aebd-9af1e3a5dd9f;Hola buenos días una consulta para responder la segunda evaluación tengo dudas me podrías explicar como hacerlo de la manera correcta muchas gracias;1
a76f031e-571b-4473-b754-3751286465d9;no entiendo el examen;1
afa47f66-de4f-4812-b37b-0eada902542e;No sé cómo comenzar;1
b1dda78c-4779-4c89-8f2c-85f9df29fff3;Buen dia que son los RAPS y no comprendo cuántos ramos debo tomar?;1
d1cce6e9-8d2f-466d-b71f-53f0de1a6695;es que hay actividades que son como de retroalimentacion autoevaluativa entonces no entiendo donde las subo o que onda;1
92166e28-4d73-4841-adbd-86f2bd0c543e;No entiendo lo de las pruebas con 2 y 3 asignaturas;1
002bd3c0-0a96-41a9-948e-1a972e7fddaa;hola buenos dias aun tengo dudas con las fechas de mis clases;1
1d5704d2-0de6-4fbd-ba41-28fb3515d29b;hola estoy confundida donde pago la renovacion del pase;1
3f48b11d-681f-4351-be67-209386ac6d6a;es que no entiendo lo que debó realizar;1
40f6acb3-3a72-46f9-b3fd-18e870812a78;tienes las formulas o ejemplos para esto,frecuencias relativas,frecuencias absolutas acumuladas,freacuencias relativas acumuladas no entiendo las formulas;1
772c61f7-6511-445e-975e-2f10e153f3e4;no entiendo las formulas poe so te pido ayuda para poder entender;1
a5e8388f-f3e1-4537-8e98-b814ec940161;no se como resolver  valores de la variable estadistica,frecuencias absolutas,frecuencias relativas,frecuencias absolutas acumuladas,freacuencias relativas acumuladas no entiendo las formulas;1
f544b7a7-00b9-4dcc-9bc2-2de6c31993ba;me gustaria si me puedes ayudar en resolver los ejercicios ya que no entiendo nada para poder resolverlos;1
3c3999ed-2ed9-4927-a251-b4208d514341;tengo dudas de como calcular tir;1
79d12665-255a-46f2-9c95-fd3f13bfd1be;¿todavia no entiendo de donde salio el 15% de ejercicio y si lo calculas por el 12% me da otro impueso;1
900f9cb9-c15f-41ed-9364-d33189f2d4b6;¿cual es el impuesto en la venta generada en la venta de la maquina antigua? ¿cual es la tasa de interes? no entiendo porque para mi es 12% no el 15% ya que con donce porciento me da menos interes que con el de 15%;1
a0d4d7a2-ce00-4942-8b5d-08d8806d8563;no entiendo como calcular el valor de mercado del bono;1
c988cbe2-f6e9-4552-baae-b7aed7d2ab8a;Tengo dudas con mi nota final en administración;1
1b0dbb79-897f-4739-a21e-bd0fd1fb8e3f;No entiendo como calcular mi nota final;1
d8eb550b-7bc7-40fd-8320-ce273707b604;HOLA TENGO DUDAS DE CUAL SERIAN LAS CLASES DE HOY ?;1
291874c1-ff18-4fd7-a629-ed8a7abb19b3;Gracias , cuento contigo si tengo dudas y preguntas mas específicas de la materia;1
42ed2054-2e73-4a6f-ad06-80abbaa87396;no entiendo lo que hay que hacer en el examen;1
e76d26e2-f0f2-4e20-8b8c-b192579ec03d;"estoy  confundida: es de las 3 unidades, o solo la 1  unidad "" marco contextual de las drogas y su consumo""";1
0986aa9f-3456-4a74-9d39-a57462874cb8;Hola , tengo dudas sobre el orden de las clases y sobre las fechas de lss pruebas y su contenido;1
1bbd15c8-6f7c-41ec-8a29-e8d298487975;Hola no entiendo cuando es la evaluación de la semana 1;1
64b9bdb7-5c21-4441-b2f0-64e316aea2d2;tengo dudas con las evaluaciones, ya que se habla de un trabajo grupal y que hay que evaluar a 4 alumnos;1
a4cda809-92f2-4e41-ab5f-1713fbdfb813;hola tengo dudas relacionadas a un concepto de la asignatura de la semana 5, donde puedo consultar para que me resuelvan la duda;1
e92e4e66-c9e8-4765-93f4-8ed3a260a496;tengo dudas sobre cómo se calculó mi nota de mi último examen;1
f351dee9-e228-47de-9d11-82e2a1f739da;tengo dudas acerca de una nota;1
91c4640b-3edb-4ce6-81d4-40ebdb6bde0a;hola buenas tengo dudas de una pregunta me preguntan que conceptos se pueden avordar en una actividad;1
4f13486f-fe58-4f9e-9c1a-585498d38dc9;No entiendo como responder el foro, donde se realiza. Entiendo que hay que opinar respecto al caso 1 y 2;1
8f5f573a-338d-40ef-8db7-7cd3edad78c8;No entiendo por qué no se puede realizar la prueba;1
94a0962b-1ba6-47d7-a131-d947f08059f6;Hola buenas noches no entiendo donde se responden las actividades para ser enviadas con las respuestas;1
aad14dde-2040-4be4-8dc8-af7e0b32d4b3;hola tengo dudas con respecto a la evaluacion de la unidad 2;1
cc344578-51cf-4e15-8bb7-485d1e891063;hola buenos dias tengo dudas;1
dfed8b1d-964f-4950-ab4d-8fe69a5c33d6;hola ingrese a ser mi evaluación pero no entiendo no me deja hacer el taller;1
f1ba9bb5-1962-4439-ae1e-4c09345098f2;Hola no entiendo cómo debo hacer el trabajo de psicología del desarrollo unidad 3 ya que no hay una pauta solo dice realizar actividades de la semana 5 y semana 6;1
1636f98c-301b-46be-b5db-fca97c79f217;no entiendo como hacer mi evaluacion 1;1
7ef70cd4-748f-4351-9214-20f26731432f;no entiendo los ingresos definitivos y los ingresos provisorios;1
a657da74-5f73-4fa0-a0b4-c8b5e2fad3b8;no entiendo como saco Ventas de equilibrio en unidades física;1
504638fa-3003-44ec-9740-671f431c431b;hola primera vez que estudio online y estoy confundida de las materia que debo estudiar, me confundo;1
ac017639-5adc-46ae-922f-92f1da541ef7;Tengo dudas con asistencia;1
bdb9b45d-8f14-4dbf-b82a-8b2cffacd228;Hola buenas noches, tengo dudas con respecto a los contenidos de los cursos que estamos realizando y con las fechas de las evaluaciones.;1
26f3250d-2806-4c20-9514-053a8be92f55;gracias, volveré si tengo dudas;1
d253cae8-6fe2-430f-9e7b-8bc1547baa7a;no entiendo por que me sale 1 de 5 en el modulo 1 si lo termine al 100%;1
0c8a94e4-2b2c-4048-94c0-e303c6551a4f;resulta que tengo dudas de como asistir a las clases virtuales o como saber si es que se encuentran grabadas;1
3539c4f0-9b4c-4b9f-b3f5-5e4744fb61e1;lo que quiero saber si esta bien haber ingresado a class collaborate;1
221ebb64-e51a-4deb-885f-83a6fe7c070f;tengo dudas de como ir tomando las clases ya que ingrese no hace mucho y estoy un poco perdido con el tema;1
5e244c7c-ae31-46c2-b556-f202d59a938b;tengo dudas sobre las potencias;1
0c1e4616-b482-4cd4-9198-97ea733798cf;HOLA NECESITO SUBIR UN TRABAJO A LA PLATAFORMA Y NO RECUERDO COMO;1
69b09dee-a813-4527-9a70-6ac56aafd2ff;tengo dudas con la calificacion final;1
54b8a8f5-5628-4cca-be9b-bb949f1195a3;no entiendo como hacer el trabajo;1
95352946-2303-462e-9aaa-53ffae398398;no entiendo nada;1
