message_id;student_query;Metacognition
34be3abf-1eb8-44b2-8c51-29ae30749461;necesito ayuda para iniciar en red hat;1
45c08e47-e789-4a63-8657-df1c787ccf9b;Hola no entiendo coo funciona el tema de los foros, me ayudas a entenderlo por favor;1
6d1f1180-a8bc-487e-9b8e-badab1da7392;Hola, estoy estudiando diagramas de flujo, y hay un componente que no entiendo a qué se refiere: Entrada y Salida (de datos) Este símbolo, denominado “Datos” permite representar la lectura (ingreso de los datos) o impresión (salida de los datos). Me lo podrías explicar por favor y dar algunos ejemplos de como se usa;1
a26c8a89-dfec-44e9-b237-8ba5aebd4795;me puedes dar un ejemplo espesificamente como puedo hacer todo eso ya que no entiendo 100% loque ahy que hacer;1
a5a0484f-c9b5-4667-80b1-ff1cbf696279;"I.	Actividad 1 Instrucciones  Desarrolle una aplicación para la toma de pedidos en un restaurante, la aplicación debe estar diseñada para dispositivos con sistema operativo Android y programada en el lenguaje Kotlin. El restaurante, que se aventura en la gastronomía chilena, cuenta actualmente con una única mesa en su local. En la actualidad, ofrece dos platillos: ""Pastel de Choclo"" con un valor de $12.000.- y ""Cazuela"" con un valor de $10.000.-. La aplicación debe permitir al mesero calcular el monto a pagar eligiendo entre los platillos antes mencionados. Asimismo, se deberá considerar la opción de incluir una propina del 10%, la cual será opcional para el cliente. Para la implementación de la solución, siga detalladamente las instrucciones técnicas proporcionadas en el documento.     Figura 1 Sugerencia solución taller    Figura 2 Diagrama de clases sugerido para la solución  Siga las siguientes instrucciones para la construcción de la solución:  1.	Emplee ConstraintLayout para organizar las vistas en la pantalla.  2.	Utilice a lo menos las siguientes vistas: TextView, EditText, Switch e ImageView para diseñar una pantalla que se asemeje a la sugerida. La interfaz debe incluir, como mínimo, la presentación de los dos platillos ofrecidos por el restaurante, la posibilidad de ajustar la cantidad deseada para cada comida, mostrar el subtotal para cada especialidad (cantidad por el valor unitario del plato), y presentar en la parte inferior los totales sin incluir la propina, el monto de la propina y el total final con la propina incluida.  3.	Implemente las clases que resuelven la problemática en un paquete independiente al de la Activity. Se sugiere estructurar las clases siguiendo un patrón similar al mostrado en la Figura 2 para mantener una organización coherente y facilitar la comprensión del código.  4.	Actualice los montos de la pantalla inmediatamente se cambien las cantidades o si se desea incluir propina. Se recomienda investigar y utilizar eventos como: TextChanged y CheckedChange.  5.	Formatee los valores monetarios como pesos chilenos usando un objeto del tipo NumberFormat.   Se solicitan los siguientes entregables para poder evaluar el taller:  1.	Informe redactado utilizando sus propias palabras para explicar el trabajo realizado. Se recomienda seguir una estructura similar a la presentada más abajo en el documento. La claridad en la exposición de su trabajo contribuirá a una mejor evaluación y retroalimentación. a.	Debe estar en formato Word o PDF  b.	Se requiere cargar el trabajo en la plataforma sin comprimir, de manera que pueda someterse a las herramientas de detección de plagio. De lo contrario, se aplicarán penalizaciones en forma de puntos restados. Este procedimiento es crucial para asegurar la integridad académica y garantizar una evaluación justa y precisa del trabajo.   2.	Adjuntar el proyecto directamente o proporcionar un enlace accesible en GitHub, Google Drive u otra plataforma semejante. a.	En caso de adjuntar el código fuente comprimido, debe realizar una limpieza previa del proyecto utilizando la función ""Clean Project"" de Android Studio, la cual se encuentra en el menú ""Build"". Esta práctica garantiza la eliminación de archivos innecesarios. b.	En el caso de utilizar GitHub u otra plataforma similar, es su responsabilidad asegurarse de que el enlace proporcionado sea correcto y que el repositorio sea visible públicamente.  c.	En el caso de utilizar alguna plataforma de almacenamiento, es su responsabilidad compartir un enlace que permita la visibilidad pública de los archivos. Asegúrese de configurar adecuadamente los permisos para garantizar el acceso público.    Estructura sugerida para el informe  1.	Construcción de las clases modelo que solucionan el problema del Restaurant   2.	Construcción de la pantalla con ConstraintLayout  3.	Construcción de la Activity a.	Integración de la Activity con las clases modelo b.	Gestión de eventos  4.	Evidencia de la solución funcionando (pantallazos)   5.	Desafíos encontrados a.	Superados (cómo los superó) b.	No superados i.	Mensajes de error y pantallazos ii.	Qué información pude encontrar sobre el problema   Recomendaciones generales  1.	Se recomienda una lectura minuciosa de las instrucciones proporcionadas y una revisión exhaustiva de la pauta de evaluación. Asegúrese de abordar cada uno de los puntos indicados en ambas fuentes, ya que estas contienen detalles cruciales para el desarrollo y la evaluación exitosa de su proyecto.  2.	Se sugiere que el informe se mantenga conciso, centrándose específicamente en los puntos relevantes para la evaluación. Dirija su atención a los aspectos clave del desarrollo que se están evaluando, evitando incluir información superflua. Para cualquier requisito adicional, es posible revisar el código fuente. Este enfoque permite una mejor retroalimentación.  3.	Cuando escriba su código, es recomendable emplear nombres significativos tanto para variables, atributos, funciones, métodos como para clases. Opte por nombres descriptivos que reflejen claramente el propósito y contenido de la entidad que representan. Por ejemplo, en lugar de utilizar nombres genéricos como ""a1"", considere nombrar sus variables de manera explícita, por ejemplo, ""montoAPagar"". Esto no solo mejora la claridad y la legibilidad del código, sino que también facilita la comprensión tanto para usted como para otros colaboradores que puedan revisar o trabajar en el proyecto en el futuro. Además, incluir comentarios explicativos puede proporcionar una guía adicional sobre la función y la lógica subyacente. todo bien explicado y detallado";1
c30aa475-93bd-4d8a-8743-ef09d21c0f68;hola queria preguntar espesificamente que es lo que ahy que hacer en la evaluacion de la unidad 1 ya que no entiendo mucho;1
d17adf63-8e09-44ca-8903-5f6371bd51a3;No entiendo como debo construir sentencias en lenguaje SQL para obtener información desde las tablas del esquema HR;1
782dc07d-fbc2-4015-ba47-3d3ecf9e38b0;Necesito retomar la prueba ya que me equivoqué en enviarla;1
f0d3eb4b-6177-4ecf-8a65-f871178ff064;NO ENTIENDO LA EVALUACION;1
17b6ae76-6c8b-4a9a-9681-eb02025b2511;Pero mira en el. Ejercicio 1 decia que debia crear esos componenetes peto. No. Me carga la web con la lista dr compras no entiendo. Pprque;1
b757cde3-3808-4ce1-a146-bf4a4dff0369;Hola, no entiendo el anuncio: Saltar al contenido principal IPLACEX Página de la institución DIANNA MARGARITA MONSALVE PÉREZ Actividad Cursos Comunidades Calendario Mensajes Calificaciones Herramientas Cerrar sesión Privacidad Condiciones Accesibilidad Cursos Todos los períodos filter-all-courses 25-1B-DUX0623-100-05-4EVAS Saltar al contenido principal 2025-1B-DISEÑO UX/100-CED-4EVAS Abierto Estado del curso Abierto 1 Total Anuncios del curso  Anuncio  Publicación 📢📢 Información Asignaturas Examen Supervisado - Diseño UX - B1-2025📢📢 Estimados Estudiantes   Junto con saludar, les recuerdo y explico información señalada en la inducción de inicio acerca del proceso relacionado al examen supervisado en las siguientes asignaturas: Las asignaturas señaladas consideran que la nota obtenida después de rendir el examen debe ser superior o igual a 4,0 para poder aprobar la asignatura. Precisando lo indicado, por ejemplo:   Si la calificación fuera igual o superior a 4,0 se promedia con las demás calificaciones del bimestre de acuerdo a la ponderación definida para cada prueba, y con eso se calcula la nota final (como cualquier otra asignatura).  En el otro caso, si la calificación fuera menor a 4,0 se reprueba la asignatura contemplando la calificación del examen como la nota final de la asignatura, independiente de las otras calificaciones alcanzadas durante el bimestre.   Desde la Escuela de Informática les deseamos un buen bimestre.   Saludos Cordiales. 24/3/25 14:49 Se muestra 1 anuncio en la siguiente lista × Anuncios del curso 📢📢 Información Asignaturas Examen Supervisado - Diseño UX - B1-2025📢📢 Estimados Estudiantes     Junto con saludar, les recuerdo y explico información señalada en la inducción de inicio acerca del proceso relacionado al examen supervisado en las siguientes asignaturas:    imagen.png    Las asignaturas señaladas consideran que la nota obtenida después de rendir el examen debe ser superior o igual a 4,0 para poder aprobar la asignatura. Precisando lo indicado, por ejemplo:     Si la calificación fuera igual o superior a 4,0 se promedia con las demás calificaciones del bimestre de acuerdo a la ponderación definida para cada prueba, y con eso se calcula la nota final (como cualquier otra asignatura).  En el otro caso, si la calificación fuera menor a 4,0 se reprueba la asignatura contemplando la calificación del examen como la nota final de la asignatura, independiente de las otras calificaciones alcanzadas durante el bimestre.    Desde la Escuela de Informática les deseamos un buen bimestre.     Saludos Cordiales.  ×;1
c850b6d9-39ec-4967-bc8a-0e4c95f03fa1;No entiendo como. Debo crear los ejercicios ayudame;1
46a0a6db-dff7-4dae-a779-fd2d6f510646;hola no entiendo por que los contenidos me aparecen 2 de 6 no se como completarlos;1
4c654531-8697-4010-a1c6-e31a1b385009;que prueba me falta rendir;1
c297f518-0cd5-4072-9632-428d35039d22;hola me gustaria saber si e rendido bien los examenes  que es lo que me falta por rendir;1
fb401a70-0d33-42a8-8f73-eb15ed32199b;Hola no entiendo mucho esta materia;1
172f1d6d-1640-4e12-9d14-a14120bedfad;no entiendo lo que hay que hacer en la evaliacion 3;1
74637801-1cdc-4cfc-b3aa-c3b2e556c30a;estoy confundido con el examen de la tercera unidad;1
82ce29a0-35b5-43b9-b89d-fd86679b7d16;hola no entiendo eel instructivo para dar mi examen y ya me queda poco tiempo;1
8b327e59-e6b1-46b8-886b-db02b90e8242;No entiendo de que forma participar en el foro;1
9a47f64f-46fb-44bf-b12a-f781eabb29f8;Mi otra consulta  esta evaluación es presencial porque la verdad no entiendo;1
a7a33aa8-11ed-4e07-ac45-9f6ca16cd48b;me falta alguna evaluación;1
b9410de5-13e0-4123-8f7f-ce8958e325af;no entiendo la forma de estudio;1
d7b1abe9-a96f-4987-a44b-9acd92f983eb;me equivoqué y envié un trabajo por equivocación a urbanisacion y era para estructura;1
dad7d287-4c9f-42ee-97cb-030c207a5b5c;no entiendo bien que debo hacer en la evaluacion de la tercera unidad;1
18386fb6-9948-4dc8-ab31-329e91371b93;no entiendo la evaluacion 3;1
24316a9b-c5e2-409c-8e49-0e50ac891f95;Quisisiera saber que me falta por realizar;1
312f5041-856a-4319-8dee-bf5ddf0509d1;Cómo debo enviar las actividades ?;1
3f0bd0ac-9944-48b4-90d6-804f061c53d2;cual es el examen que me falta;1
75cb043c-c5bc-43e4-bebd-f205fcc265ca;"profesora subí el taller aparece como enviado, pero aún sin calificar. Estuve viendo el video de YouTube de IPLACEX donde explican eso de ""agregar para calificar"". La verdad es que lo vi cómo mil veces, pero todavía no logro encontrar en qué parte hay que agregarlo, como muestran en el video.   Me refiero a este (necesito orientación por favor).   TUTORIAL PLAGIO ESTUDIANTES https://www.youtube.com/watch?v=i58rE_cIVEI&t=2s";1
e290c04e-8a0d-44ee-b25f-9369ed899d71;no entiendo el sistema de avaluaciones;1
efe5463c-5547-4205-bafd-66766d8e3216;Buenos dias estimados . mi consulta va relacionada al pruebas de diagnostico raps el cual cometí un error al tomar las asignaturas quería saber si me puede me pueden reenviar las tomas de exámenes ,debido aquea;1
49c5b3b4-4e0f-4c1e-b911-b428df069086;no entiendo mi tarea;1
667b167c-e69e-44fc-b314-d6ec00e765d2;Tengo dudas sobre la segunda evaluación. Tu sabes de que se trata?;1
815cc2f0-9a6c-45aa-b1d7-bc6979f21c12;Hola buenas: tengo dudas en los ramos que debo tomar;1
921326c9-4cd8-4746-8191-659f3949a5e8;esque no entiendo sus intrucciones en si me confunde;1
b5794378-99ea-47c4-8f79-337349bae4fd;tengo dudas con las preguntas de las pruebas de ingles... específicamente las preguntas emitidas;1
fe8ea640-8161-421c-9381-1ead502de3d3;Quiero saber cómo es el contenido de iplacex no entiendo nada;1
3abdffd6-9cef-414a-a72e-680a160ea0d9;Cómo debo subir a la plataforma las respuestas de una evaluación?;1
3f1339cb-6787-4d18-b9af-d8a898229282;no entiendo la sentencia: De acuerdo con los valores resultantes en las tablas de Verdad, evalúe cada una de las expresiones siguientes e indique si está correcta o incorrecta. Fundamente su respuesta con el desarrollo realizado para llegar al resultado expresado. Si X = Verdadero, Y = Verdadero y Z=Falso     a. Si X = Falso o Y = Falso     b. Si no (Z = Falso)     c. Si es Verdadero y No Falso;1
4ce0576b-1af7-43d3-a7e6-1ba7dfabfa41;necesito modificar mi trabajo de la evaluación 2;1
55ef085b-2cd8-464e-a3be-adbbeb113db9;HOLA, NO ENTIENDO COMO PODER REALIZAR MI EVALUACION Y EL TIEMPO YA ESTA CORRIENDO;1
ce4fe0a8-58ed-4f59-b68d-04b06759777a;no entiendo la plataforma de mi carrera como puedo hacer un induccion;1
ec8210f2-cce6-4c31-8f2e-74ec5f7fccb8;no entiendo nada.. explicame bien por favor;1
0bd9cba0-0d0c-459d-96bf-9a3449cf22d7;hola, me ayudas con autocad, me confundo cuando trabajo con coordenadas, por ejemplo requiero el punto 0,0 y luego requiero el punto 0,3 y luego el punto @5<53 y ahi las lineas que indico se me confunden y al final no logro la figura o forma solicitada;1
13f3cd55-a1b1-45fd-bf24-0e37925c0b44;hola, en este ramo, realice una evaluacion con alternativas multilpes y dos trabajos pro encargo, me falta algo mas que realizar;1
44a4db4a-5128-4dfa-b3e5-7f876245ab1b;tube que formatear el pc, tengo dudas con los programas que se deben instalar por obligacion para el monitoreo de las pruebas online;1
076cb479-b300-4cde-85e0-2efd8fa2bd33;"nte Virtual IPLACEX  ¡Hola Jean lizardo! Soy el Asistente Virtual IPLACEX ¿en qué te puedo ayudar? Lee con atención los siguientes párrafos desordenados. Luego, selecciona la alternativa que los reordene de manera correcta, recuperando la estructura y el sentido del texto. El extraordinario descubrimiento que podría revolucionar la física nuestra comprensión del universo (BBC, 2022.) 1. ""Si los resultados son verificados por otros experimentos, el mundo se verá diferente"", le dice a la BBC el académico, quien vislumbra incluso ""un cambio de paradigma"". 2. El equipo descubrió que una partícula de este tipo, conocida como bosón W, pesa más de lo que predice la teoría. 3. En las afueras de Chicago, en EE.UU., un grupo de científicos ha descubierto que la masa de una partícula subatómica no es la que debería ser. 4. El resultado ha sido descrito como ""impactante"" por el profesor David Toback, coportavoz del proyecto, dado que podría conducir al desarrollo de una teoría nueva y más completa sobre cómo funciona el universo. 5. Esta medición es el primer resultado experimental concluyente que está en desacuerdo con la famosa teoría del Modelo Estándar, que ha servido por años para determinar la masa aproximada de partículas subatómicas.";1
163410fb-a809-4741-a94f-ad419b6b8af6;Hola, buenas tardes. me gustaría comunicarme con algún tutor, ya que es mi primera vez en clases online y no entiendo muy bien;1
4a821e9a-4c77-40a6-9ac4-eee25692d712;Buenas noches, quería consultar con respecto a las actividades que aparecen en cada unidad, no comprendo si esas actividades hay que realizarlas ya que, si yo reviso más abajo, están las respuestas, entonces ¿eso es una guía de estudio oh debo realizarlas y enviarlas?;1
4c04069f-6d34-4fd8-9b9c-0228ad872c32;aun no entiendo el trabajo de la unidad 2;1
8e9a25dc-b20c-4aed-9fc3-e0f8845c115e;hola , necesito ayuda para el examen final creo no entender nada, no sé como comenzar;1
a76f031e-571b-4473-b754-3751286465d9;no entiendo el examen;1
a8211124-3a84-49bf-b20d-4e522dab977a;Hola, he tratado de comunicarme con la profesora de este ramo vía mensajes y no he tenido respuestas desde ayer. Tuve una confusión en el último examen y necesito ayuda urgente pero no he tenido respuesta alguna. ¿Cómo lo puedo hacer para comunicarme con ella?;1
afa47f66-de4f-4812-b37b-0eada902542e;No sé cómo comenzar;1
b1dda78c-4779-4c89-8f2c-85f9df29fff3;Buen dia que son los RAPS y no comprendo cuántos ramos debo tomar?;1
d1cce6e9-8d2f-466d-b71f-53f0de1a6695;es que hay actividades que son como de retroalimentacion autoevaluativa entonces no entiendo donde las subo o que onda;1
ffda0134-49c2-4b40-984a-2e5a8f175a3b;Buenas noches, me podría explicar cómo subo las actividades realizadas a la plataforma?;1
92166e28-4d73-4841-adbd-86f2bd0c543e;No entiendo lo de las pruebas con 2 y 3 asignaturas;1
22150cfb-5c9a-4879-af72-d93b04eff695;necesito ayuda para poder comunicarme cn el docente;1
3f48b11d-681f-4351-be67-209386ac6d6a;es que no entiendo lo que debó realizar;1
40f6acb3-3a72-46f9-b3fd-18e870812a78;tienes las formulas o ejemplos para esto,frecuencias relativas,frecuencias absolutas acumuladas,freacuencias relativas acumuladas no entiendo las formulas;1
75f3c7e5-9b78-4979-bdb4-3cfb25a03662;necesito ayuda para iniciar sesión en el OBS business school;1
772c61f7-6511-445e-975e-2f10e153f3e4;no entiendo las formulas poe so te pido ayuda para poder entender;1
a5e8388f-f3e1-4537-8e98-b814ec940161;no se como resolver  valores de la variable estadistica,frecuencias absolutas,frecuencias relativas,frecuencias absolutas acumuladas,freacuencias relativas acumuladas no entiendo las formulas;1
d8398ccb-41a9-4bda-847e-5488ce8ced77;Hola! Necesito ayuda para descargar el material de esta asignatura en pdf;1
f544b7a7-00b9-4dcc-9bc2-2de6c31993ba;me gustaria si me puedes ayudar en resolver los ejercicios ya que no entiendo nada para poder resolverlos;1
79d12665-255a-46f2-9c95-fd3f13bfd1be;¿todavia no entiendo de donde salio el 15% de ejercicio y si lo calculas por el 12% me da otro impueso;1
900f9cb9-c15f-41ed-9364-d33189f2d4b6;¿cual es el impuesto en la venta generada en la venta de la maquina antigua? ¿cual es la tasa de interes? no entiendo porque para mi es 12% no el 15% ya que con donce porciento me da menos interes que con el de 15%;1
a0d4d7a2-ce00-4942-8b5d-08d8806d8563;no entiendo como calcular el valor de mercado del bono;1
bb77ef77-b6ca-41e0-b876-6e5d235c9e6e;"hola como estas, denante envie un mensaje perara hacer uan consulta , resulta que yo el dia 24 cuando comenzo mi curso imprimi una materia ""administracion y gestion unidad 1 conceptos basalesde organizacion y administracion "" primera semana y hoy al habrir el aula me sale otra clase como primera semana unidad 1  ,administracion publica y su organizacion , mi pregunta es  cual es la la real materia que tengo que imprimir como primera semana?comprenderan que ya habia leido la materia anterior y espero no haberme equivocado , me cuesta un poco entender el aula virtual , ruego me  ayuden para poder esatr al dia y no perderme tanto , creo que tambien conteste preguntas que no debia y otras que parece que tengo que contesrar hasta el 3 de abril del 2025.";1
cd3d6598-4cf0-4e47-9986-3ebca7c4ccbf;hola quiero saber si me falta algun examen por hacer para terminar el bimestre?;1
1b0dbb79-897f-4739-a21e-bd0fd1fb8e3f;No entiendo como calcular mi nota final;1
ad20d8b5-fae3-46c6-ab77-f4bc0eeb32ac;hola buenas quisiera saber cual es la evaluacion que me falta;1
291874c1-ff18-4fd7-a629-ed8a7abb19b3;Gracias , cuento contigo si tengo dudas y preguntas mas específicas de la materia;1
42ed2054-2e73-4a6f-ad06-80abbaa87396;no entiendo lo que hay que hacer en el examen;1
fe29cde6-846c-4b0b-8a90-76ea019febc4;ya realicé el foro y evaluación unidad I . pero me llega un mensaje que me falta desarrolar evaluaciones. me indica que es lo que me falta;1
0986aa9f-3456-4a74-9d39-a57462874cb8;Hola , tengo dudas sobre el orden de las clases y sobre las fechas de lss pruebas y su contenido;1
1bbd15c8-6f7c-41ec-8a29-e8d298487975;Hola no entiendo cuando es la evaluación de la semana 1;1
64b9bdb7-5c21-4441-b2f0-64e316aea2d2;tengo dudas con las evaluaciones, ya que se habla de un trabajo grupal y que hay que evaluar a 4 alumnos;1
a4cda809-92f2-4e41-ab5f-1713fbdfb813;hola tengo dudas relacionadas a un concepto de la asignatura de la semana 5, donde puedo consultar para que me resuelvan la duda;1
a7bd56eb-728c-4eec-8f82-e99b87cf981d;Hola tengo una duda con la nota de examen ya que no tengo la retroalimentación en que me equivoqué;1
0d325a2c-95ac-4c01-b4b4-55fdb1e94267;•	Analiza una obra específica de literatura infantil y destaca al menos tres recursos literarios utilizados. •	Explica cómo estos recursos enriquecen la experiencia de lectura y fomentan el desarrollo cognitivo de los niños. en que parte de la asignatura se habla de eso;1
10f20783-765b-4bc4-a481-60948d74bfdb;Hola quiero saber en k semestre boy y k me falta por hacer;1
4f13486f-fe58-4f9e-9c1a-585498d38dc9;No entiendo como responder el foro, donde se realiza. Entiendo que hay que opinar respecto al caso 1 y 2;1
8f5f573a-338d-40ef-8db7-7cd3edad78c8;No entiendo por qué no se puede realizar la prueba;1
94a0962b-1ba6-47d7-a131-d947f08059f6;Hola buenas noches no entiendo donde se responden las actividades para ser enviadas con las respuestas;1
a4d3df96-5037-41c9-97af-4cd60f893cfe;En el contexto de los estadios evolutivos del dibujo infantil, explica cómo la Etapa de Postrealismo, según las Bases Curriculares de la Educación Parvularia, facilita la exploración estilística y la expansión de la creatividad en los niños.;1
aad14dde-2040-4be4-8dc8-af7e0b32d4b3;hola tengo dudas con respecto a la evaluacion de la unidad 2;1
dfed8b1d-964f-4950-ab4d-8fe69a5c33d6;hola ingrese a ser mi evaluación pero no entiendo no me deja hacer el taller;1
f1ba9bb5-1962-4439-ae1e-4c09345098f2;Hola no entiendo cómo debo hacer el trabajo de psicología del desarrollo unidad 3 ya que no hay una pauta solo dice realizar actividades de la semana 5 y semana 6;1
1636f98c-301b-46be-b5db-fca97c79f217;no entiendo como hacer mi evaluacion 1;1
7ef70cd4-748f-4351-9214-20f26731432f;no entiendo los ingresos definitivos y los ingresos provisorios;1
a657da74-5f73-4fa0-a0b4-c8b5e2fad3b8;no entiendo como saco Ventas de equilibrio en unidades física;1
504638fa-3003-44ec-9740-671f431c431b;hola primera vez que estudio online y estoy confundida de las materia que debo estudiar, me confundo;1
bdb9b45d-8f14-4dbf-b82a-8b2cffacd228;Hola buenas noches, tengo dudas con respecto a los contenidos de los cursos que estamos realizando y con las fechas de las evaluaciones.;1
df0f9cf9-fc99-43cb-b48c-87658ba96447;Me falta rendir algun examen?;1
f52e12a5-e7ab-415e-9aa4-46dc734d6df8;Quisiera revisar mi prueba en que me equivoqué  pense que iba a tener.mejor nota;1
26f3250d-2806-4c20-9514-053a8be92f55;gracias, volveré si tengo dudas;1
97df040e-6eba-4dd3-814c-741d7f4d1b94;necesito ayuda para recuperar mi contraseña institucional porfa.;1
d253cae8-6fe2-430f-9e7b-8bc1547baa7a;no entiendo por que me sale 1 de 5 en el modulo 1 si lo termine al 100%;1
08a6e85d-8955-418d-a9bc-00b1469b124c;hola ,estoy perdido en cuanto a la segunda evaluación grupal ,quiero saber en que consiste el trabajo en equipo que se debe realizar;1
6b88a2e5-2ba2-4117-81b1-9c05f1439257;Si necesitas ayuda adicional, puedo orientarte sobre cómo contactar a tus profesores o revisar el estado de entrega de tus trabajos en la plataforma de tu institución. ¿Te gustaría que te proporcione información sobre eso? si por favor;1
54b8a8f5-5628-4cca-be9b-bb949f1195a3;no entiendo como hacer el trabajo;1
95352946-2303-462e-9aaa-53ffae398398;no entiendo nada;1
12398261-15f2-481f-b118-32b80329f947;hola necesito saber si mi rendimiento es bueno;1
